1,6032,4,956718127,1
1,6022,5,956755763,5
1,6021,3,956757147,3
1,6016,4,956778750,3
1,6015,5,956778765,4
1,6011,5,956786106,4
1,6025,5,956812867,5
1,5989,5,956874124,5
1,6000,3,956879000,4
1,5982,4,956935890,4
1,5980,3,956943357,3
1,5972,4,956954891,3
1,5964,5,956997005,4
1,6006,2,957032777,3
1,5959,3,957044765,3
1,5955,4,957109919,3
1,5953,4,957142861,3
1,5943,4,957201728,3
1,5935,4,957217894,3
1,5931,4,957226924,3
1,5930,5,957232566,3
1,5938,5,957274212,4
1,5925,3,957286024,3
1,5971,4,957288718,3
1,5921,4,957304263,3
1,5920,4,957311565,3
1,5915,4,957333539,3
1,5905,4,957375692,3
1,5995,5,957388111,4
1,5896,2,957458673,3
1,6010,5,957463288,3
1,5903,5,957463952,4
1,5890,5,957471537,4
1,5888,5,957480017,4
1,5887,4,957484883,4
1,5886,4,957486193,4
1,5889,4,957536204,4
1,5881,4,957548112,4
1,5880,4,957549395,4
1,5871,4,957567468,4
1,5869,3,957573572,4
1,5868,3,957574474,3
1,5954,5,957651803,4
1,5864,4,957662956,4
1,5862,5,957672645,4
1,5858,5,957714977,4
1,6040,3,957717358,4
1,5857,3,957722335,4
1,5848,3,957782383,3
1,5847,4,957791027,3
1,5845,4,957797990,3
1,5843,3,957807384,3
1,5841,5,957823673,3
1,5840,5,957829126,3
1,5839,5,957837181,4
1,5838,3,957840080,3
1,5833,5,957879787,4
1,5829,4,957894072,4
1,5827,4,957894429,4
1,5831,5,957896484,4
1,5823,5,957901481,4
1,5824,4,957969740,4
1,5809,5,957981564,4
1,5808,4,957983201,4
1,5807,4,957985007,4
1,5801,5,958011065,4
1,5825,5,958015238,4
1,5790,5,958090975,4
1,5788,5,958108508,4
1,5795,5,958145999,4
1,5782,3,958152579,4
1,5780,3,958153467,4
1,5779,3,958156694,4
1,5777,3,958160282,4
1,5776,4,958171687,4
1,5762,5,958223224,4
1,5760,5,958250285,4
1,5769,3,958254716,4
1,5908,5,958255559,4
1,5757,3,958259702,4
1,5754,5,958270974,4
1,5753,4,958272180,4
1,5854,3,958272635,4
1,5752,4,958276121,4
1,5751,5,958309516,4
1,5748,5,958346999,4
1,5746,4,958354402,4
1,5747,5,958355978,4
1,5742,5,958397244,4
1,5957,3,958404475,4
1,5740,5,958406177,4
1,5738,5,958414730,4
1,5730,3,958441802,4
1,5728,4,958468308,4
1,5721,5,958503382,4
1,5716,4,958510802,4
1,5706,5,958529864,4
1,5705,5,958544574,4
1,5720,3,958577527,4
1,5702,4,958579035,4
1,5701,5,958588502,4
1,5700,4,958588609,4
1,5698,5,958590540,4
1,5688,4,958602778,4
1,5686,4,958604509,4
1,5684,5,958609116,4
1,5689,3,958610599,4
1,5699,4,958617270,4
1,5678,5,958628271,4
1,5676,5,958676113,4
1,5674,5,958680236,4
1,5667,4,958755686,4
1,5664,4,958765062,4
1,5663,3,958769545,4
1,5661,5,958780306,4
1,5659,4,958789889,4
1,5657,4,958828080,4
1,5763,5,958837008,4
1,5654,4,958846696,4
1,5651,5,958847534,4
1,5650,4,958864156,4
1,5649,5,958865906,4
1,5717,4,958865981,4
1,5644,4,958881146,4
1,5643,5,958889060,4
1,5641,4,958926532,4
1,5662,4,958933731,4
1,5636,3,958967064,4
1,5635,4,959003127,4
1,5634,5,959009539,4
1,5637,4,959013872,4
1,5629,4,959023859,4
1,5627,4,959047414,4
1,5621,2,959097720,4
1,6013,5,959116383,4
1,5618,5,959121418,4
1,5615,5,959132461,4
1,5614,4,959132882,4
1,5631,4,959135027,4
1,5610,5,959181348,4
1,5598,4,959214130,4
1,5596,4,959218864,4
1,5593,5,959225935,4
1,5645,5,959231165,4
1,5583,4,959280229,4
1,5587,5,959282691,4
1,5578,4,959289359,4
1,5575,4,959291679,4
1,5570,5,959309052,4
1,5563,2,959365387,4
1,5560,5,959375609,4
1,5558,3,959390869,4
1,5557,5,959440917,4
1,5556,2,959443373,4
1,5555,4,959458651,4
1,5600,5,959462163,4
1,5550,3,959472784,4
1,5545,4,959491684,4
1,5543,4,959510637,4
1,5605,3,959551339,4
1,5759,4,959557841,4
1,5535,3,959581709,4
1,5530,3,959623744,4
1,5525,4,959636806,4
1,5524,5,959639915,4
1,5523,5,959645523,4
1,5521,5,959649206,4
1,5519,4,959652103,4
1,5512,5,959712524,4
1,5607,4,959715382,4
1,5505,5,959732151,4
1,5504,5,959736558,4
1,5511,5,959787510,4
1,5500,3,959797985,4
1,5501,4,959798152,4
1,5996,5,959798556,4
1,5497,5,959805659,4
1,5496,4,959809659,4
1,5493,4,959813225,4
1,5490,4,959816295,4
1,5602,5,959816805,4
1,5488,2,959817691,4
1,5485,3,959834275,4
1,5482,4,959865777,4
1,5479,4,959868253,4
1,5478,3,959874277,4
1,5474,4,959881377,4
1,5483,5,959888269,4
1,5463,5,959900645,4
1,5461,5,959903433,4
1,5456,3,959913523,4
1,5457,4,959913526,4
1,5455,2,959915773,4
1,5453,5,959927971,4
1,5452,5,959933200,4
1,5448,4,959965342,4
1,5446,5,959971354,4
1,5441,4,959989172,4
1,5431,5,960069702,4
1,5428,4,960082882,4
1,5522,4,960089502,4
1,5427,5,960089597,4
1,5420,4,960157694,4
1,5418,5,960183958,4
1,5416,5,960224809,4
1,5415,3,960233378,4
1,5412,5,960241759,4
1,5404,5,960255380,4
1,5402,4,960258565,4
1,5406,5,960304768,4
1,5396,5,960312368,4
1,5387,5,960328775,4
1,5386,4,960328869,4
1,5390,4,960330835,4
1,5384,4,960332121,4
1,5403,2,960398451,4
1,5376,3,960409338,4
1,5375,5,960414589,4
1,5366,3,960500723,4
1,5367,5,960501161,4
1,5365,4,960501860,4
1,5361,3,960519728,4
1,5364,4,960523042,4
1,5359,5,960547997,4
1,5355,2,960597298,4
1,5350,4,960662884,4
1,5347,4,960667177,4
1,5345,5,960672305,4
1,5342,4,960684263,4
1,5339,4,960713210,4
1,5861,5,960792623,4
1,5331,4,960831827,4
1,5326,2,960845847,4
1,5325,3,960846554,4
1,5323,4,960848145,4
1,5324,5,960857089,4
1,5321,5,960863250,4
1,5320,3,960863335,4
1,5319,4,960865611,4
1,5317,4,960908658,4
1,5312,5,960923595,4
1,5381,4,960928637,4
1,5306,5,960939077,4
1,5305,4,960939471,4
1,5302,4,960955729,4
1,5301,5,960975612,4
1,5293,4,961055424,4
1,5289,5,961082809,4
1,5286,4,961091673,4
1,5282,5,961095758,4
1,5273,5,961109877,4
1,5985,4,961118020,4
1,5271,4,961141370,4
1,5270,5,961164537,4
1,5283,4,961166079,4
1,5268,5,961168407,4
1,5264,5,961181197,4
1,5265,4,961220455,4
1,5256,5,961271920,4
1,5253,4,961293824,4
1,5243,1,961390737,4
1,5394,4,961438194,4
1,5239,4,961444005,4
1,5232,5,961459069,4
1,5231,5,961460177,4
1,5230,3,961462664,4
1,5222,4,961530923,4
1,5220,4,961541170,4
1,5206,4,961629983,4
1,5205,4,961640362,4
1,5200,4,961650028,4
1,5208,5,961657379,4
1,5225,3,961684160,4
1,5196,4,961693490,4
1,5190,4,961704456,4
1,5188,5,961721324,4
1,5184,3,961734837,4
1,5183,5,961769860,4
1,5180,5,961806079,4
1,5176,3,961861723,4
1,5173,4,961863575,4
1,5168,5,961892162,4
1,5167,4,961898557,4
1,5164,4,961902845,4
1,5163,5,961902851,4
1,5165,5,961904529,4
1,5161,1,961908187,4
1,5158,4,961939869,4
1,5150,4,961990184,4
1,5178,5,961996101,4
1,5138,4,962060003,4
1,5136,4,962088211,4
1,5135,4,962088896,4
1,5131,4,962130833,4
1,5126,4,962154615,4
1,5121,4,962238505,4
1,5120,3,962257776,4
1,5118,3,962297633,4
1,5114,5,962312786,4
1,5106,5,962334773,4
1,5107,3,962335244,4
1,5108,4,962337883,4
1,5099,5,962367359,4
1,5093,3,962385058,4
1,5100,5,962386812,4
1,5090,5,962390522,4
1,5086,4,962395999,4
1,5087,5,962397211,4
1,5084,3,962399881,4
1,5074,4,962428734,4
1,5083,2,962464589,4
1,5070,4,962468268,4
1,5065,5,962476039,4
1,5061,5,962482463,4
1,5054,5,962486893,4
1,5047,4,962496299,4
1,5049,4,962499179,4
1,5046,5,962500233,4
1,5042,4,962505778,4
1,5038,5,962521374,4
1,5037,5,962547743,4
1,5035,5,962555395,4
1,5032,4,962560806,4
1,5077,4,962566391,4
1,5026,4,962578468,4
1,5011,4,962584889,4
1,5009,3,962586112,4
1,5005,4,962590212,4
1,4999,5,962591848,4
1,4998,3,962592170,4
1,4995,4,962592818,4
1,5015,5,962593048,4
1,4989,5,962593444,4
1,4973,5,962606043,4
1,4979,5,962606062,4
1,4971,4,962606551,4
1,4975,3,962607484,4
1,4972,5,962607723,4
1,4967,3,962610711,4
1,4964,4,962615515,4
1,4963,4,962624564,4
1,4961,3,962633792,4
1,4958,4,962636367,4
1,4954,4,962638088,4
1,4953,4,962639325,4
1,4950,4,962640147,4
1,4946,4,962642234,4
1,4945,4,962642235,4
1,4942,5,962643583,4
1,4951,4,962644821,4
1,4937,4,962646314,4
1,4934,4,962648295,4
1,4948,3,962649825,4
1,4932,5,962650570,4
1,4927,5,962661629,4
1,4925,5,962663249,4
1,4928,4,962669229,4
1,4922,5,962669335,4
1,4916,2,962675555,4
1,4915,5,962676444,4
1,4914,3,962677541,4
1,4918,3,962678920,4
1,4909,5,962680099,4
1,4905,1,962681831,4
1,4904,5,962684718,4
1,4902,3,962685262,4
1,4908,5,962685668,4
1,4899,4,962703484,4
1,4898,4,962712142,4
1,4897,5,962715169,4
1,4926,4,962719959,4
1,4889,5,962736646,4
1,4887,4,962738871,4
1,4890,3,962740000,4
1,4884,3,962743974,4
1,4906,5,962744959,4
1,4957,4,962759439,4
1,4877,5,962766128,4
1,4876,5,962766387,4
1,4921,5,962780132,4
1,4939,4,962790388,4
1,4864,4,962819921,4
1,4865,5,962820215,4
1,5143,4,962831573,4
1,4847,5,962834462,4
1,5749,5,962843576,4
1,4990,3,962847795,4
1,4855,5,962847874,4
1,4867,4,962850398,4
1,4841,4,962852607,4
1,4840,4,962857461,4
1,4837,4,962893062,4
1,4835,5,962896171,4
1,4831,5,962902432,4
1,4830,4,962906179,4
1,4824,4,962916151,4
1,4823,3,962918961,4
1,4819,4,962921368,4
1,4818,4,962923726,4
1,4813,5,962930223,4
1,4808,5,962935093,4
1,4796,4,962986094,4
1,4814,4,962991528,4
1,4794,5,962996175,4
1,4797,5,962996970,4
1,4788,4,962998447,4
